,activity,x-axis,y-axis,z-axis
962926,Jogging,8.05,-4.86,7.31
962927,Jogging,3.83,8.58,1.84
962928,Jogging,0.15,4.75,-6.13
962929,Jogging,-14.79,-1.38,-10.34
962930,Jogging,-18.96,-10.61,6.4
962931,Jogging,-17.88,-5.71,-4.48
962932,Jogging,-8.31,1.76,2.79
962933,Jogging,-10.69,4.71,2.56
962934,Jogging,-1.38,8.62,9.96
962935,Jogging,0.57,8.62,2.22
962936,Jogging,-10.8,3.02,-1.5
962937,Jogging,-19.61,-2.72,-5.13
962938,Jogging,-18.47,-16.63,6.13
962939,Jogging,-3.36,-11.56,2.68
962940,Jogging,3.76,-2.45,-1.46
962941,Jogging,14.48,5.43,15.02
962942,Jogging,-0.65,2.11,-7.59
962943,Jogging,0.15,-5.79,-0.91
962944,Jogging,-19.61,-12.37,-3.53
962945,Jogging,-19.61,-7.01,1.54
962946,Jogging,-17.82,0.65,10.34
962947,Jogging,-9.81,6.63,-0.76
962948,Jogging,-6.13,7.06,5.71
962949,Jogging,-1.14,6.78,7.46
962950,Jogging,0.23,4.14,0.27
962951,Jogging,-15.75,4.52,-3.76
962952,Jogging,-19.61,-10.42,-0.8
962953,Jogging,-10.27,-15.75,11.14
962954,Jogging,-1.14,-5.94,-2.3
962955,Jogging,5.09,-2.56,-1.33
962956,Jogging,10.99,9.89,7.97
962957,Jogging,2.6,3.79,-6.05
962958,Jogging,1.92,-5.18,1.18
962959,Jogging,-19.38,-19.38,-0.08
962960,Jogging,-19.46,-8.05,2.03
962961,Jogging,-7.89,5.71,11.26
962962,Jogging,-12.37,1.76,-7.27
962963,Jogging,-5.6,9.3,12.72
962964,Jogging,-0.5,7.93,4.14
962965,Jogging,1.5,3.02,-0.95
962966,Jogging,-12.64,4.18,-0.91
962967,Jogging,-19.61,-6.97,-7.31
962968,Jogging,-11.3,-12.68,13.38
962969,Jogging,-2.49,-2.98,-1.23
962970,Jogging,2.11,-0.23,-2.6
962971,Jogging,11.37,6.51,8.62
962972,Jogging,1.65,0.61,-3.79
962973,Jogging,-0.84,-8.08,-2.34
962974,Jogging,-19.61,-14.25,-3.21
962975,Jogging,-19.53,-5.75,1.65
962976,Jogging,-19.38,1.88,8.66
962977,Jogging,-11.99,4.18,-3.91
962978,Jogging,-3.17,10.19,8.96
962979,Jogging,-1.5,8.24,4.14
962980,Jogging,0.84,3.45,0.38
962981,Jogging,-8.66,3.02,-1.42
962982,Jogging,-19.61,-0.42,-9.7
962983,Jogging,-14.37,-16.66,10.38
962984,Jogging,-3.06,-5.48,2.79
962985,Jogging,1.61,-4.21,-4.44
962986,Jogging,14.98,-2.87,15.4
962987,Jogging,0.27,2.11,-10.08
962988,Jogging,-11.56,1.31,-6.43
962989,Jogging,-19.57,-12.91,1.31
962990,Jogging,-18.35,-7.59,4.02
962991,Jogging,-16.7,0.93,7.01
962992,Jogging,-7.65,3.99,-3.68
962993,Jogging,-3.34,7.46,9.19
962994,Jogging,-1.69,4.82,1.38
962995,Jogging,0.23,5.83,2.64
962996,Jogging,-9.49,3.11,-0.3
962997,Jogging,-19.61,-0.95,-0.15
962998,Jogging,-18.05,-17.86,4.56
962999,Jogging,-2.41,-7.08,3.91
963000,Jogging,1.5,-3.87,-6.24
963001,Jogging,9.66,-0.27,4.18
963002,Jogging,2.76,2.56,0.46
963003,Jogging,2.11,-2.72,-3.79
963004,Jogging,2.11,-2.72,-3.79
963005,Jogging,-15.98,-14.94,-2.87
963006,Jogging,-19.61,-7.5,0.46
963007,Jogging,-16.24,1.92,10.27
963008,Jogging,-13.4,2.72,-1.31
963009,Jogging,-4.52,7.25,9.04
963010,Jogging,-0.76,12.26,4.75
963011,Jogging,2.72,4.1,-0.76
963012,Jogging,-11.11,1.57,-0.3
963013,Jogging,-19.61,-7.31,-4.25
963014,Jogging,-11.75,-16.44,11.99
963015,Jogging,0.0,-5.37,-0.19
963016,Jogging,2.07,-2.45,-3.15
963017,Jogging,13.44,1.84,14.82
963018,Jogging,0.42,0.46,-10.27
963019,Jogging,-8.47,-3.72,-4.44
963020,Jogging,-19.61,-11.88,-0.08
963021,Jogging,-18.43,-5.75,5.56
963022,Jogging,-17.67,1.76,4.25
963023,Jogging,-9.7,4.37,-6.28
963024,Jogging,-1.65,9.66,11.35
963025,Jogging,0.27,8.85,4.14
963026,Jogging,-1.12,2.49,0.08
963027,Jogging,-16.36,3.6,-0.5
963028,Jogging,-19.61,-11.26,-4.9
963029,Jogging,-10.61,-15.47,13.99
963030,Jogging,-0.23,-4.56,-0.95
963031,Jogging,3.68,0.15,-0.65
963032,Jogging,10.99,4.1,8.16
963033,Jogging,0.15,1.92,-6.17
963034,Jogging,-12.26,-7.4,-5.48
963035,Jogging,-19.61,-10.61,3.45
963036,Jogging,-17.62,-3.68,5.01
963037,Jogging,-10.04,4.1,-8.81
963038,Jogging,-6.05,9.19,10.19
963039,Jogging,-3.17,3.99,4.33
963040,Jogging,1.88,7.12,1.76
963041,Jogging,-6.7,4.56,-2.64
963042,Jogging,-19.61,3.11,-2.79
963043,Jogging,-19.04,-16.28,7.89
963044,Jogging,-6.7,-10.72,2.37
963045,Jogging,7.16,-9.72,0.72
963046,Jogging,10.69,3.02,14.86
963047,Jogging,-0.8,1.14,-11.11
963048,Jogging,-6.28,1.5,-2.98
963049,Jogging,-19.61,-8.08,-7.86
963050,Jogging,-17.08,-5.86,3.41
963051,Jogging,-17.97,-4.52,8.12
963052,Jogging,-8.12,3.34,-4.1
963053,Jogging,-8.08,8.08,10.15
963054,Jogging,-0.5,6.28,7.7
963055,Jogging,0.69,2.49,-0.15
963056,Jogging,-15.21,6.66,-3.02
963057,Jogging,-19.61,-8.2,-4.71
963058,Jogging,-8.69,-14.33,13.53
963059,Jogging,-0.15,-7.25,-2.14
963060,Jogging,12.53,-3.6,8.54
963061,Jogging,3.38,5.52,-1.5
963062,Jogging,-4.1,2.15,-7.01
963063,Jogging,-16.17,-4.1,-1.73
963064,Jogging,-19.08,-9.89,2.91
963065,Jogging,-16.97,-7.31,4.67
963066,Jogging,-10.92,3.87,6.97
963067,Jogging,-11.41,4.18,-1.8
963068,Jogging,-2.6,5.18,9.47
963069,Jogging,0.23,7.27,5.71
963070,Jogging,-5.28,3.79,-3.21
963071,Jogging,-19.61,1.8,-1.57
963072,Jogging,-19.53,-16.36,2.34
963073,Jogging,-4.33,-11.92,6.47
963074,Jogging,2.72,-3.57,-3.49
963075,Jogging,14.79,-2.98,9.89
963076,Jogging,-2.96,4.48,-2.14
963077,Jogging,3.91,-3.36,-1.73
963078,Jogging,-16.09,-16.66,0.34
963079,Jogging,-19.61,-11.75,-3.76
963080,Jogging,-19.27,-2.96,7.55
963081,Jogging,-13.91,1.54,2.53
963082,Jogging,-0.95,7.08,8.43
963083,Jogging,-1.53,9.38,3.45
963084,Jogging,0.04,6.02,1.12
963085,Jogging,-13.76,3.17,-1.65
963086,Jogging,-19.61,-8.88,-4.9
963087,Jogging,-13.17,-18.24,11.22
963088,Jogging,0.19,-6.17,0.95
963089,Jogging,8.58,-3.34,4.94
963090,Jogging,9.04,5.6,8.69
963091,Jogging,-1.12,1.61,-10.53
963092,Jogging,-13.06,-2.45,-4.99
963093,Jogging,-16.28,-8.81,4.29
963094,Jogging,-18.16,-7.93,3.41
963095,Jogging,-9.38,0.0,7.16
963096,Jogging,-6.74,3.6,4.02
963097,Jogging,-5.67,2.79,3.53
963098,Jogging,0.57,10.27,3.95
963099,Jogging,-6.7,3.79,-2.6
963100,Jogging,-19.15,0.57,-3.79
963101,Jogging,-18.16,-16.4,7.74
963102,Jogging,-3.64,-8.01,6.66
963103,Jogging,1.12,-3.64,-4.56
963104,Jogging,15.79,2.6,13.59
963105,Jogging,0.15,-0.04,-11.14
963106,Jogging,-2.11,-2.53,-1.92
963107,Jogging,-19.34,-10.04,-3.95
963108,Jogging,-16.47,-6.93,2.96
963109,Jogging,-18.54,-4.86,10.15
963110,Jogging,-10.15,2.11,-4.75
963111,Jogging,-6.32,6.93,7.78
963112,Jogging,-3.76,4.29,4.4
963113,Jogging,-1.23,5.52,2.64
963114,Jogging,-10.15,3.91,-1.61
963115,Jogging,-17.92,-1.73,-0.34
963116,Jogging,-18.01,-17.62,1.84
963117,Jogging,-2.53,-8.47,4.33
963118,Jogging,1.33,-5.05,-3.34
963119,Jogging,16.32,-2.3,15.4
963120,Jogging,0.8,1.73,-6.47
963121,Jogging,0.11,-0.69,-3.95
963122,Jogging,-17.16,-9.72,-8.05
963123,Jogging,-17.62,-7.04,3.21
963124,Jogging,-19.5,-2.41,10.53
963125,Jogging,-12.6,1.84,-4.02
963126,Jogging,-4.48,7.35,3.45
963127,Jogging,-2.37,5.43,6.78
963128,Jogging,-0.34,4.56,2.49
963129,Jogging,-6.55,3.68,-1.14
963130,Jogging,-19.61,4.14,-5.71
963131,Jogging,-17.69,-15.94,7.63
963132,Jogging,-2.6,-7.63,7.06
963133,Jogging,0.15,-4.94,-4.82
963134,Jogging,14.52,-0.61,14.02
963135,Jogging,0.65,-0.11,-9.58
963136,Jogging,-3.68,0.61,-4.37
963137,Jogging,-19.23,-6.74,-2.18
963138,Jogging,-15.51,-5.82,2.18
963139,Jogging,-17.97,-7.93,4.99
963140,Jogging,-11.14,1.95,-3.68
963141,Jogging,-5.63,5.6,2.53
963142,Jogging,-2.37,10.08,10.12
963143,Jogging,-0.72,6.78,1.69
963144,Jogging,-5.01,0.8,-0.34
963145,Jogging,-19.61,0.08,-0.89
963146,Jogging,-18.31,-17.31,3.38
963147,Jogging,-3.45,-9.62,6.28
963148,Jogging,0.42,-5.82,-4.14
963149,Jogging,14.02,2.87,18.24
963150,Jogging,-0.65,5.05,-13.48
963151,Jogging,-6.82,0.72,-2.26
963152,Jogging,-18.77,-5.75,-3.95
963153,Jogging,-16.47,-10.04,9.7
963154,Jogging,-15.98,-5.94,-2.14
963155,Jogging,-9.53,1.61,4.6
963156,Jogging,-7.82,3.17,4.48
963157,Jogging,-4.02,4.37,5.94
963158,Jogging,0.04,10.5,2.15
963159,Jogging,-3.45,5.05,-1.14
963160,Jogging,-18.73,3.57,-5.75
963161,Jogging,-18.5,-15.55,8.12
963162,Jogging,-6.17,-11.54,5.52
963163,Jogging,1.61,-4.59,-4.21
963164,Jogging,12.07,4.14,16.66
963165,Jogging,1.18,3.57,-10.84
963166,Jogging,-1.88,-5.28,-4.52
963167,Jogging,-19.61,-8.16,-6.4
963168,Jogging,-9.96,-4.52,9.08
963169,Jogging,-17.88,-3.95,-4.63
963170,Jogging,-13.14,-1.18,4.25
963171,Jogging,-11.14,2.76,5.56
963172,Jogging,-4.94,9.51,5.98
963173,Jogging,0.0,12.49,2.76
963174,Jogging,-3.6,2.83,-3.36
963175,Jogging,-18.89,-5.56,-6.17
963176,Jogging,-16.4,-17.24,11.37
963177,Jogging,-2.6,-7.12,2.22
963178,Jogging,2.18,-4.44,-1.69
963179,Jogging,8.73,6.7,13.95
963180,Jogging,1.08,-1.8,-6.02
963181,Jogging,-1.53,-2.41,-2.49
963182,Jogging,-19.19,-12.64,-7.16
963183,Jogging,-12.76,-3.83,2.79
963184,Jogging,-17.82,-1.8,3.34
963185,Jogging,-10.76,3.21,1.14
963186,Jogging,-9.19,7.82,3.83
963187,Jogging,-1.57,6.59,6.82
963188,Jogging,1.61,4.67,0.57
963189,Jogging,-10.11,2.72,-0.34
963190,Jogging,-19.61,-6.36,-10.95
963191,Jogging,-11.33,-13.91,11.14
963192,Jogging,-1.61,-8.58,-0.15
963193,Jogging,-1.61,-8.58,-0.15
963194,Jogging,7.78,-4.9,3.99
963195,Jogging,0.0,2.87,-7.08
963196,Jogging,-9.0,2.6,-6.7
963197,Jogging,-19.61,-5.28,-1.18
963198,Jogging,-14.48,-5.28,3.95
963199,Jogging,-16.89,-6.74,-0.38
963200,Jogging,-10.38,0.57,6.24
963201,Jogging,-11.41,3.45,2.34
963202,Jogging,-3.41,4.25,8.77
963203,Jogging,2.41,6.24,3.38
963204,Jogging,0.99,3.45,-1.38
963205,Jogging,-16.47,5.52,-4.59
963206,Jogging,-19.38,-15.55,7.46
963207,Jogging,-4.75,-9.15,10.42
963208,Jogging,-1.57,-3.64,-5.82
963209,Jogging,5.37,0.38,1.14
963210,Jogging,4.1,5.86,0.38
963211,Jogging,-5.67,0.27,-7.35
963212,Jogging,-19.08,-8.39,-2.49
963213,Jogging,-16.85,-8.85,4.18
963214,Jogging,-17.05,-7.35,3.3
963215,Jogging,-12.45,1.08,4.52
963216,Jogging,-6.93,2.03,-0.08
963217,Jogging,-5.09,3.21,1.76
963218,Jogging,0.61,8.96,7.46
963219,Jogging,0.38,4.56,-2.56
963220,Jogging,-17.77,1.84,-2.56
963221,Jogging,-19.61,-13.67,-1.04
963222,Jogging,-7.5,-12.6,10.42
963223,Jogging,1.31,-5.48,-4.82
963224,Jogging,14.67,-2.91,12.87
963225,Jogging,0.61,6.09,-5.75
963226,Jogging,-5.01,1.61,-7.46
963227,Jogging,-19.5,-8.01,1.5
963228,Jogging,-16.24,-14.52,7.82
963229,Jogging,-18.54,-7.5,-2.49
963230,Jogging,-15.17,0.5,3.11
963231,Jogging,-9.38,6.7,0.31
963232,Jogging,-4.79,7.01,7.08
963233,Jogging,-1.42,10.12,4.37
963234,Jogging,-3.02,1.95,-0.84
963235,Jogging,-16.66,1.08,-3.98
963236,Jogging,-19.57,-18.69,2.22
963237,Jogging,-1.61,-7.04,7.89
963238,Jogging,0.27,-4.06,-3.26
963239,Jogging,12.37,-0.23,8.5
963240,Jogging,3.53,2.18,-2.96
963241,Jogging,-1.69,0.04,-4.63
963242,Jogging,-17.2,-10.19,-3.15
963243,Jogging,-14.14,-7.55,2.45
963244,Jogging,-18.47,-6.74,6.44
963245,Jogging,-11.84,0.5,8.05
963246,Jogging,-9.3,2.22,-4.1
963247,Jogging,-4.02,7.01,13.29
963248,Jogging,-0.99,5.79,3.72
963249,Jogging,-4.29,2.34,-1.23
963250,Jogging,-18.77,2.98,-1.18
963251,Jogging,-19.61,-13.76,-6.78
963252,Jogging,-6.09,-14.98,13.91
963253,Jogging,3.15,-6.28,-1.42
963254,Jogging,13.25,4.29,11.99
963255,Jogging,2.37,0.46,-6.13
963256,Jogging,-10.65,0.31,-9.04
963257,Jogging,-16.78,-9.38,1.23
963258,Jogging,-14.94,-11.75,8.5
963259,Jogging,-19.0,-7.5,-1.76
963260,Jogging,-11.65,3.72,-0.19
963261,Jogging,-8.92,8.12,9.38
963262,Jogging,-3.21,5.6,3.91
963263,Jogging,-0.42,8.92,3.17
963264,Jogging,-0.42,4.67,-1.99
963265,Jogging,-15.94,1.42,-1.12
963266,Jogging,-19.61,-16.21,-1.92
963267,Jogging,-5.48,-11.69,9.66
963268,Jogging,-0.38,-5.24,-3.91
963269,Jogging,13.57,-2.79,12.72
963270,Jogging,2.3,4.63,-6.63
963271,Jogging,-3.02,-0.11,-5.56
963272,Jogging,-19.42,-9.11,-3.6
963273,Jogging,-16.66,-8.62,5.33
963274,Jogging,-17.86,-5.9,-2.07
963275,Jogging,-16.89,1.73,6.02
963276,Jogging,-7.97,3.95,3.72
963277,Jogging,-3.98,5.41,1.61
963278,Jogging,-0.65,10.76,5.41
963279,Jogging,2.11,2.87,-1.18
963280,Jogging,-14.71,1.46,-0.91
963281,Jogging,-19.61,-15.94,-3.53
963282,Jogging,-4.18,-12.68,11.14
963283,Jogging,-0.65,-6.82,-3.72
963284,Jogging,12.37,-5.48,12.11
963285,Jogging,0.89,1.5,-3.76
963286,Jogging,-0.04,0.23,-4.33
963287,Jogging,-15.51,-4.52,-4.37
963288,Jogging,-18.43,-10.34,1.54
963289,Jogging,-16.24,-6.78,7.74
963290,Jogging,-14.71,2.37,3.3
963291,Jogging,-7.08,3.53,-0.19
963292,Jogging,-6.09,6.93,8.89
963293,Jogging,0.34,7.4,4.18
963294,Jogging,0.8,0.8,-1.04
963295,Jogging,-16.32,3.34,-2.14
963296,Jogging,-19.61,-16.4,-0.8
963297,Jogging,-3.15,-10.61,11.41
963298,Jogging,0.99,-3.53,-3.72
963299,Jogging,5.6,0.19,-0.91
963300,Jogging,3.87,5.43,6.78
963301,Jogging,2.18,-1.27,-5.13
963302,Jogging,-10.76,-13.06,-2.11
963303,Jogging,-18.89,-10.84,3.49
963304,Jogging,-19.61,-7.5,1.69
963305,Jogging,-14.98,5.01,11.56
963306,Jogging,-10.76,3.53,-2.83
963307,Jogging,-2.79,7.27,9.19
963308,Jogging,0.31,6.85,5.09
963309,Jogging,-4.75,1.8,-0.89
963310,Jogging,-19.3,1.95,-0.53
963311,Jogging,-19.61,-18.43,-3.3
963312,Jogging,-3.83,-12.03,11.14
963313,Jogging,2.07,-5.33,-3.45
963314,Jogging,14.25,-0.34,16.59
963315,Jogging,0.42,3.76,-7.27
963316,Jogging,-4.94,1.92,-2.64
963317,Jogging,-4.94,1.92,-2.64
963318,Jogging,-18.73,-6.55,-5.82
963319,Jogging,-13.87,-7.74,7.31
963320,Jogging,-18.01,-5.09,-5.75
963321,Jogging,-10.38,4.25,2.41
963322,Jogging,-8.96,6.47,5.18
963323,Jogging,-2.87,5.48,8.96
963324,Jogging,0.34,4.33,2.15
963325,Jogging,-9.23,1.95,-0.23
963326,Jogging,-19.61,-0.91,-2.3
963327,Jogging,-18.01,-17.92,4.82
963328,Jogging,-3.49,-8.08,5.13
963329,Jogging,0.89,-3.11,-3.87
963330,Jogging,13.63,2.26,11.03
963331,Jogging,-2.64,0.76,-7.5
963332,Jogging,-1.95,-8.05,-1.8
963333,Jogging,-19.5,-13.99,-2.14
963334,Jogging,-16.44,-6.32,0.65
963335,Jogging,-18.92,-4.14,4.18
963336,Jogging,-10.95,2.83,-0.08
963337,Jogging,-7.46,9.92,8.31
963338,Jogging,-1.31,5.75,3.76
963339,Jogging,-0.53,3.95,0.5
963340,Jogging,-11.65,2.15,-0.11
963341,Jogging,-19.61,-5.75,-3.64
963342,Jogging,-13.44,-15.62,8.05
963343,Jogging,-1.8,-7.25,0.19
963344,Jogging,6.74,-6.28,4.9
963345,Jogging,8.35,6.17,8.85
963346,Jogging,-1.99,-0.89,-8.27
963347,Jogging,-16.66,-2.14,-7.12
963348,Jogging,-12.53,-13.14,5.94
963349,Jogging,-16.44,-9.23,0.34
963350,Jogging,-19.57,-2.41,4.25
963351,Jogging,-11.99,7.31,-3.98
963352,Jogging,-6.78,8.62,9.04
963353,Jogging,-6.78,8.62,9.04
963354,Jogging,-3.68,7.78,5.24
963355,Jogging,1.8,3.76,-0.76
963356,Jogging,-15.32,2.91,0.53
963357,Jogging,-19.61,-16.93,0.38
963358,Jogging,-3.72,-10.38,4.63
963359,Jogging,1.8,-2.96,-2.6
963360,Jogging,13.91,2.07,15.09
963361,Jogging,-0.57,0.95,-7.31
963362,Jogging,-4.9,-4.37,-2.79
963363,Jogging,-19.46,-10.99,-0.11
963364,Jogging,-12.53,-4.79,1.33
963365,Jogging,-18.69,-6.4,5.67
963366,Jogging,-11.95,2.98,2.68
963367,Jogging,-10.57,5.05,1.8
963368,Jogging,-0.95,9.43,10.0
963369,Jogging,-0.69,8.43,1.61
963370,Jogging,-4.21,1.42,-0.57
963371,Jogging,-17.69,-0.5,-4.71
963372,Jogging,-16.78,-15.79,6.78
963373,Jogging,-2.68,-5.48,7.06
963374,Jogging,-1.42,-3.41,-3.49
963375,Jogging,9.51,1.8,7.35
963376,Jogging,4.37,2.3,-6.82
963377,Jogging,-4.18,-4.63,-4.71
963378,Jogging,-19.3,-8.27,-1.31
963379,Jogging,-8.27,-5.37,8.16
963380,Jogging,-16.17,-5.24,-2.34
963381,Jogging,-16.28,1.73,4.79
963382,Jogging,-8.81,3.17,1.42
963383,Jogging,-4.48,8.89,7.4
963384,Jogging,0.23,9.85,3.53
963385,Jogging,-1.95,1.14,-1.38
963386,Jogging,-17.92,1.33,-3.36
963387,Jogging,-19.61,-19.34,2.79
963388,Jogging,-3.57,-7.21,5.37
963389,Jogging,0.08,-3.83,-4.14
963390,Jogging,11.41,5.71,13.72
963391,Jogging,1.14,3.06,-11.3
963392,Jogging,-6.55,-1.38,-2.26
963393,Jogging,-19.61,-9.66,-6.63
963394,Jogging,-10.84,-5.13,8.47
963395,Jogging,-17.43,-6.51,-6.09
963396,Jogging,-17.27,-1.5,4.86
963397,Jogging,-8.77,4.44,-1.69
963398,Jogging,-4.79,7.4,8.89
963399,Jogging,-0.91,10.5,5.28
963400,Jogging,-1.08,2.49,-1.08
963401,Jogging,-15.98,2.07,0.46
963402,Jogging,-19.61,-15.98,-3.98
963403,Jogging,-7.16,-15.28,13.4
963404,Jogging,1.08,-6.55,-5.2
963405,Jogging,15.55,-4.94,14.63
963406,Jogging,0.31,2.87,-5.09
963407,Jogging,-6.4,3.49,-6.24
963408,Jogging,-19.57,-2.07,-3.83
963409,Jogging,-11.95,-7.16,2.83
963410,Jogging,-18.31,-10.8,0.46
963411,Jogging,-15.24,0.76,10.12
963412,Jogging,-8.12,2.41,-1.8
963413,Jogging,-3.79,6.24,8.05
963414,Jogging,-0.57,8.54,5.01
963415,Jogging,-1.42,3.45,-1.8
963416,Jogging,-15.83,2.49,-1.38
963417,Jogging,-19.61,-11.92,-5.63
963418,Jogging,-5.63,-14.37,13.87
963419,Jogging,0.04,-7.25,-5.41
963420,Jogging,13.82,-6.89,9.53
963421,Jogging,1.14,5.48,0.08
963422,Jogging,0.19,0.65,-5.01
963423,Jogging,0.19,0.65,-5.01
963424,Jogging,-17.69,-6.59,-7.01
963425,Jogging,-19.61,-9.08,1.42
963426,Jogging,-16.51,-4.94,11.07
963427,Jogging,-12.03,2.53,-2.07
963428,Jogging,-6.93,7.7,7.5
963429,Jogging,-3.53,4.79,6.93
963430,Jogging,-0.04,6.24,2.79
963431,Jogging,-8.2,0.99,-0.95
963432,Jogging,-19.61,-7.5,-0.91
963433,Jogging,-14.82,-17.35,7.46
963434,Jogging,0.93,-3.95,-0.08
963435,Jogging,3.95,0.0,-3.34
963436,Jogging,13.29,0.76,13.06
963437,Jogging,-1.95,-0.53,-6.59
963438,Jogging,0.04,-7.01,-0.3
963439,Jogging,-19.61,-13.29,0.46
963440,Jogging,-19.34,-6.24,0.04
963441,Jogging,-18.35,-2.3,4.21
963442,Jogging,-12.87,1.54,4.48
963443,Jogging,-2.26,8.69,8.35
963444,Jogging,-0.57,7.86,3.45
963445,Jogging,0.19,2.91,-0.76
963446,Jogging,-16.59,2.72,-0.84
963447,Jogging,-19.61,-15.36,-1.23
963448,Jogging,-9.08,-15.05,13.29
963449,Jogging,-0.08,-4.9,-1.92
963450,Jogging,6.36,0.08,2.79
963451,Jogging,12.37,7.08,8.08
963452,Jogging,1.5,-0.89,-8.31
963453,Jogging,-12.37,-12.26,-2.45
963454,Jogging,-14.18,-7.46,3.91
963455,Jogging,-19.53,-6.21,4.75
963456,Jogging,-10.38,2.76,6.44
963457,Jogging,-10.92,3.91,0.72
963458,Jogging,-4.1,5.52,9.0
963459,Jogging,0.0,7.16,2.87
963460,Jogging,-9.96,1.57,-1.5
963461,Jogging,-19.61,-2.11,1.46
963462,Jogging,-19.23,-19.53,-0.61
963463,Jogging,-1.46,-9.0,6.85
963464,Jogging,4.33,-6.51,-1.08
963465,Jogging,13.53,5.37,13.25
963466,Jogging,2.64,1.42,-9.04
963467,Jogging,-3.79,-2.79,-4.06
963468,Jogging,-19.5,-10.19,-0.15
963469,Jogging,-13.99,-5.37,1.95
963470,Jogging,-18.07,-5.75,7.4
963471,Jogging,-7.25,1.95,1.76
963472,Jogging,-10.8,7.35,2.56
963473,Jogging,-2.64,4.33,7.46
963474,Jogging,-0.23,5.9,2.3
963475,Jogging,-13.59,2.91,-1.14
963476,Jogging,-19.61,-4.82,-2.64
963477,Jogging,-15.62,-18.89,6.17
963478,Jogging,-1.18,-9.11,2.3
963479,Jogging,7.67,-4.56,3.49
963480,Jogging,11.73,3.34,10.69
963481,Jogging,1.04,0.34,-8.27
963482,Jogging,-8.12,-4.9,-6.05
963483,Jogging,-18.31,-12.18,2.49
963484,Jogging,-14.98,-6.32,3.57
963485,Jogging,-17.77,2.26,8.16
963486,Jogging,-9.23,1.76,-7.25
963487,Jogging,-6.05,6.7,11.37
963488,Jogging,-2.75,8.39,5.52
963489,Jogging,-2.75,8.39,5.52
963490,Jogging,-9.7,1.27,-1.84
963491,Jogging,-19.27,-4.59,-0.76
963492,Jogging,-15.01,-18.96,10.53
963493,Jogging,-1.88,-7.89,0.76
963494,Jogging,3.76,-2.53,-3.53
963495,Jogging,16.04,0.38,9.51
963496,Jogging,-1.61,2.53,-7.7
963497,Jogging,2.96,-6.36,-0.99
963498,Jogging,-19.38,-19.27,2.49
963499,Jogging,-19.61,-9.19,0.76
963500,Jogging,-16.21,4.29,6.17
963501,Jogging,-10.0,6.7,6.28
963502,Jogging,-5.98,8.28,4.06
963503,Jogging,-2.22,11.03,-0.08
963504,Jogging,-2.26,3.87,-0.76
963505,Jogging,-15.7,-0.76,-2.26
963506,Jogging,-15.7,-0.76,-2.26
963507,Jogging,-3.36,-11.8,4.14
963508,Jogging,7.25,-3.87,1.33
963509,Jogging,14.48,3.57,9.47
963510,Jogging,0.5,1.5,-7.82
963511,Jogging,3.64,-6.4,-2.6
963512,Jogging,-16.89,-17.24,2.03
963513,Jogging,-17.69,-8.2,2.18
963514,Jogging,-18.35,-2.41,9.04
963515,Jogging,-16.74,1.31,-0.23
963516,Jogging,-5.67,8.58,7.31
963517,Jogging,-2.11,13.38,3.87
963518,Jogging,-1.12,2.91,-3.79
963519,Jogging,-16.63,-0.61,3.76
963520,Jogging,-19.61,-18.73,-6.78
963521,Jogging,-0.76,-15.47,10.73
963522,Jogging,5.79,-7.35,-4.37
963523,Jogging,14.94,3.83,12.57
963524,Jogging,-0.04,2.49,-8.24
963525,Jogging,-0.04,2.49,-8.24
963526,Jogging,-7.74,-3.87,-7.35
963527,Jogging,-17.97,-11.11,2.3
963528,Jogging,-17.97,-9.23,3.57
963529,Jogging,-12.76,-0.89,7.5
963530,Jogging,-8.81,0.34,-6.32
963531,Jogging,-8.16,6.59,11.56
963532,Jogging,-2.6,8.47,6.4
963533,Jogging,-2.14,3.15,-2.26
963534,Jogging,-18.58,2.45,-2.41
963535,Jogging,-19.61,-14.44,-5.6
963536,Jogging,-5.24,-17.08,13.44
963537,Jogging,4.21,-7.16,2.18
963538,Jogging,10.84,4.25,12.6
963539,Jogging,-4.02,0.19,-8.27
963540,Jogging,-7.16,4.29,-1.18
963541,Jogging,-18.16,-7.63,-8.88
963542,Jogging,-12.22,-7.31,6.21
963543,Jogging,-15.75,-9.34,0.46
963544,Jogging,-14.21,-2.26,0.04
963545,Jogging,-8.88,5.79,8.05
963546,Jogging,-5.24,4.37,3.95
963547,Jogging,-0.27,5.6,3.49
963548,Jogging,-12.15,0.61,-2.96
963549,Jogging,-19.3,-6.63,1.57
963550,Jogging,-16.63,-18.92,2.37
963551,Jogging,0.31,-7.74,5.6
963552,Jogging,2.15,-0.95,-1.92
963553,Jogging,12.18,0.57,10.5
963554,Jogging,-0.99,0.38,-10.08
963555,Jogging,3.79,-5.2,-1.18
963556,Jogging,-18.73,-18.2,-0.69
963557,Jogging,-18.77,-10.11,0.53
963558,Jogging,-19.53,-1.92,6.55
963559,Jogging,-15.43,3.87,1.04
963560,Jogging,-4.44,9.92,4.79
963561,Jogging,-3.06,11.07,2.72
963562,Jogging,0.69,3.83,-0.69
963563,Jogging,-14.6,0.93,0.19
963564,Jogging,-19.61,-16.04,-5.75
963565,Jogging,-1.65,-15.21,11.65
963566,Jogging,3.91,-3.98,-1.04
963567,Jogging,-0.46,-0.23,-8.05
963568,Jogging,-0.46,-0.23,-8.05
